iata;icao;name;runways;longest;elevation;country;region;city;lat;lon
JAX;KJAX;Jacksonville International Airport;2;10000;30;US;US-FL;Jacksonville;30.4941005706787;-81.6878967285156
PVD;KPVD;Providence, Theodore Francis Green State Airport;2;7166;55;US;US-RI;Providence;41.7326011657715;-71.4204025268555
PUJ;MDPC;Punta Cana International Airport;1;10171;47;DO;DO-11;Punta Cana;18.5673999786;-68.3634033203
MDT;KMDT;Harrisburg International Airport;2;10001;310;US;US-PA;Harrisburg;40.1935005188;-76.7633972168
SJO;MROC;San Jose, Juan Santamaria International Airport;1;9882;3021;CR;CR-A;San Jose;9.99386024475098;-84.2088012695312
SMF;KSMF;Sacramento International Airport;2;8601;27;US;US-CA;Sacramento;38.6954002380371;-121.591003417969
RTB;MHRO;Coxen Hole, Juan Manuel Galvez International Airport;1;7349;18;HN;HN-IB;Roatan Island;16.3167991638184;-86.5230026245117
TGU;MHTG;Tegucigalpa, Toncontin International Airport;1;6112;3294;HN;HN-FM;Tegucigalpa;14.0608997344971;-87.2172012329102
LXR;HELX;Luxor International Airport;1;9843;294;EG;EG-KN;Luxor;25.670999527;32.7066001892
RIX;EVRA;Riga International Airport;1;10499;36;LV;LV-RIX;Riga;56.9235992431641;23.9710998535156
RUH;OERK;Riyadh, King Khaled International Airport;2;13796;2049;SA;SA-01;Riyadh;24.9575996398926;46.6987991333008
CAN;ZGGG;Guangzhou Baiyun International Airport;2;12467;50;CN;CN-44;Guangzhou;23.3924007415771;113.299003601074
AGP;LEMG;Malaga Airport;2;10500;53;ES;ES-AN;Malaga;36.6749000549316;-4.49911022186279
FNC;LPMA;Funchal, Madeira Airport;1;9110;192;PT;PT-30;Funchal;32.6978988647461;-16.7744998931885
LBA;EGNM;Leeds Bradford Airport;1;7382;681;UK;GB-ENG;Leeds;53.8658981323242;-1.66057002544403
ABZ;EGPD;Aberdeen Dyce Airport;4;6001;215;UK;GB-SCT;Aberdeen;57.2019004821777;-2.19777989387512
AYT;LTAI;Antalya International Airport;3;11155;177;TR;TR-07;Antalya;36.8987007141113;30.800500869751
ISB;OPRN;Islamabad, Benazir Bhutto International Airport;1;10785;1668;PK;PK-IS;Islamabad;33.61669921875;73.0991973876953
JER;EGJJ;Jersey Airport;1;5597;277;JE;JE-U-A;Saint Helier;49.2079010009766;-2.1955099105835
ZTH;LGZA;Zakynthos, Dionysios Solomos Airport;1;7310;15;GR;GR-21;Zakynthos;37.7509002685547;20.8843002319336
RHO;LGRP;Rhodes, Diagoras Airport;1;10846;17;GR;GR-81;Rhodes;36.4053993225098;28.0862007141113
BRS;EGGD;Bristol International Airport;1;6598;622;UK;GB-ENG;Bristol;51.3827018737793;-2.7190899848938
NCL;EGNT;Newcastle Airport;1;7642;266;UK;GB-ENG;Newcastle;55.0374984741211;-1.69166994094849
GCI;EGJB;Guernsey Airport;1;4800;336;GG;GG-U-A;Saint Peter Port;49.435001373291;-2.60196995735168
COS;KCOS;City of Colorado Springs Municipal Airport;3;13501;6187;US;US-CO;Colorado Springs;38.8058013916016;-104.700996398926
HSV;KHSV;Huntsville International Carl T Jones Field;2;12600;629;US;US-AL;Huntsville;34.6371994018555;-86.7751007080078
BHM;KBHM;Birmingham-Shuttlesworth International Airport;2;10000;650;US;US-AL;Birmingham;33.56290054;-86.75350189
YQB;CYQB;Quebec Jean Lesage International Airport;2;9000;244;CA;CA-QC;Quebec City;46.7910995483;-71.3933029175
RAP;KRAP;Rapid City Regional Airport;2;8701;3204;US;US-SD;Rapid City;44.0452995300293;-103.056999206543
SDF;KSDF;Louisville International Standiford Field;3;10850;501;US;US-KY;Louisville;38.1744003295898;-85.7360000610352
BUF;KBUF;Buffalo Niagara International Airport;2;8102;728;US;US-NY;Buffalo;42.94049835;-78.73220062
SHV;KSHV;Shreveport Regional Airport;2;8351;258;US;US-LA;Shreveport;32.4466018676758;-93.8255996704102
BOI;KBOI;Boise Air Terminal/Gowen field;3;10000;2871;US;US-ID;Boise;43.56439972;-116.2229996
LIH;PHLI;Kuai, Lihue Airport;2;6500;153;US;US-HI;Lihue;21.9759998321533;-159.339004516602
LBB;KLBB;Lubbock Preston Smith International Airport;3;11500;3282;US;US-TX;Lubbock;33.6636009216309;-101.822998046875
EIN;EHEH;Eindhoven Airport;1;9843;74;NL;NL-NB;Eindhoven;51.4500999451;5.37452983856
SVQ;LEZL;Sevilla Airport;1;11024;112;ES;ES-AN;Sevilla;37.4179992675781;-5.8931097984314
BSL;LFSB;EuroAirport Basle-Mulhouse-Freiburg Airport (BSL/MLH/EAP);2;12795;885;FR;FR-A;Basle;47.5895996094;7.52991008759
ECP;KECP;Northwest Florida Beaches International Airport;1;10000;69;US;US-FL;Panama City Beach;30.3417;-85.7973
HRL;KHRL;Harlingen, Valley International Airport;3;8301;36;US;US-TX;Harlingen;26.2285003662109;-97.6544036865234
DBV;LDDU;Dubrovnik Airport;1;10827;527;HR;HR-19;Dubrovnik;42.5614013671875;18.2681999206543
RNO;KRNO;Reno Taoe International Airport;3;11002;4415;US;US-NV;Reno;39.4990997314453;-119.767997741699
CMH;KCMH;Columbus, Port Columbus International Airport;2;10125;815;US;US-OH;Columbus;39.9980010986328;-82.8918991088867
IDA;KIDA;Idaho Falls Regional Airport;2;9002;4744;US;US-ID;Idaho Falls;43.5145988464355;-112.070999145508
ALB;KALB;Albany International Airport;2;7200;285;US;US-NY;Albany;42.7482986450195;-73.8016967773438
SVG;ENZV;Stavanger Airport;2;9369;29;NO;NO-11;Stavanger;58.8767013549805;5.63778018951416
HKT;VTSP;Phuket International Airport;1;9843;82;TH;TH-83;Phuket;8.11320018768;98.3169021606
AMM;OJAI;Queen Alia International Airport;2;12008;2395;JO;JO-AM;Amman;31.7226009369;35.9931983948
BGO;ENBR;Bergen Airport Flesland;1;9810;170;NO;NO-12;Bergen;60.293399810791;5.21814012527466
ICT;KICT;Wichita Mid Continent Airport;3;10301;1333;US;US-KS;Wichita;37.6498985290527;-97.4330978393555
MAF;KMAF;Midland International Airport;4;9501;2871;US;US-TX;Midland;31.9424991607666;-102.202003479004
YXE;CYXE;Saskatoon John G. Diefenbaker International Airport;2;8300;1653;CA;CA-SK;Saskatoon;52.1707992553711;-106.699996948242
BDL;KBDL;Bradley International Airport;3;9510;173;US;US-CT;Hartford;41.9388999939;-72.6831970215
BIL;KBIL;Billings Logan International Airport;3;10518;3652;US;US-MT;Billings;45.8077011108398;-108.542999267578
SXM;TNCM;Sint Martin, Princess Juliana International Airport;2;7708;13;SX;SX-U-A;Sint Martin;18.0410003662;-63.1088981628
NAN;NFFN;Fiji, Nadi International Airport;2;10739;59;FJ;FJ-W;Nadi;-17.7553997039795;177.442993164062
SGF;KSGF;Springfield Branson National Airport;2;8000;1268;US;US-MO;Springfield;37.24570084;-93.38860321
RIC;KRIC;Richmond International Airport;3;9003;167;US;US-VA;Richmond;37.505199432373;-77.3197021484375
CCS;SVMI;Simon Bolivar International Airport;2;11483;235;VE;VE-X;Caracas;10.6031169891;-66.9905853271
GYE;SEGU;Jose Joaquin de Olmedo International Airport;1;9154;19;EC;EC-G;Guayaquil;-2.15741991997;-79.8835983276
NKG;ZSNJ;Nanjing Lukou Airport;1;11811;49;CN;CN-32;Nanjing;31.742000579834;118.861999511719
TXK;KTXK;Texarkana Regional Webb Field;2;6601;390;US;US-AR;Texarkana;33.4537010192871;-93.9909973144531
PIA;KPIA;General Wayne A. Downing Peoria International Airport;2;10104;660;US;US-IL;Peoria;40.6641998291;-89.6932983398
TLL;EETN;Tallinn Airport;1;10072;131;EE;EE-37;Tallinn;59.4132995605;24.8327999115
ALG;DAAG;Algiers, Houari Boumediene Airport;2;11483;82;DZ;DZ-35;Algiers;36.6910018920898;3.21540999412537
ITO;PHTO;Hilo International Airport;2;9800;38;US;US-HI;Hilo;19.721399307251;-155.048004150391
LEX;KLEX;Blue Grass Airport;1;7003;979;US;US-KY;Lexington;38.0364990234375;-84.6059036254883
GUA;MGGT;La Aurora Airport;1;9800;4952;GT;GT-GU;Guatemala City;14.5832996368408;-90.5274963378906
ISP;KISP;Long Island Mac Arthur Airport;4;7006;99;US;US-NY;Islip;40.79520035;-73.10019684
IAG;KIAG;Niagara Falls International Airport;3;9829;589;US;US-NY;Niagara Falls;43.1072998046875;-78.9461975097656
SWF;KSWF;Stewart International Airport;2;11818;491;US;US-NY;Newburgh;41.5041007995605;-74.1047973632812
BIM;MYBS;South Bimini Airport;1;5430;10;BS;BS-BI;South Bimini;25.6998996735;-79.2647018433
ORK;EICK;Cork Airport;2;6998;502;IE;IE-C;Cork;51.8413009643555;-8.49110984802246
HAV;MUHA;Jose Marti International Airport;1;13123;210;CU;CU-03;Havana;22.989200592041;-82.4091033935547
WRO;EPWR;Copernicus Wroclaw Airport;1;8202;404;PL;PL-DS;Wroclaw;51.1026992798;16.885799408
CRP;KCRP;Corpus Christi International Airport;2;7508;44;US;US-TX;Corpus Christi;27.7703990936279;-97.5011978149414
KHI;OPKC;Jinnah International Airport;2;11155;100;PK;PK-SD;Karachi;24.9064998626709;67.1607971191406
LHE;OPLA;Alama Iqbal International Airport;2;11024;712;PK;PK-PB;Lahore;31.5216007232666;74.4036026000977
ASB;UTAA;Ashgabat Airport;3;12467;692;TM;TM-A;Ashgabat;37.9868011474609;58.3610000610352
VKO;UUWW;Vnukovo International Airport;2;10039;685;RU;RU-MOS;Moscow;55.5914993286;37.2615013123
SPU;LDSP;Split Airport;1;8366;79;HR;HR-17;Split;43.5388984680176;16.2980003356934
TSE;UACC;Astana International Airport;1;11484;1165;KZ;KZ-AKM;Astana;51.0222015380859;71.4669036865234
GYD;UBBB;Heydar Aliyev International Airport;2;10499;10;AZ;AZ-BA;Baku;40.4674987792969;50.0466995239258
JAI;VIJP;Jaipur International Airport;2;9177;1263;IN;IN-RJ;Jaipur;26.8241996765;75.8122024536
ACC;DGAA;Kotoka International Airport;1;11165;205;GH;GH-AA;Accra;5.60518980026245;-0.166786000132561
BHD;EGAC;George Best Belfast City Airport;1;6001;15;UK;GB-NIR;Belfast;54.6180992126465;-5.87249994277954
EBB;HUEN;Entebbe International Airport;2;12000;3782;UG;UG-102;Kampala;0.0423859991133213;32.4435005187988
HAJ;EDDV;Hannover Airport;3;12467;183;DE;DE-NI;Hannover;52.461101532;9.68507957458
LIN;LIML;Linate Airport;2;8005;353;IT;IT-25;Milan;45.445098877;9.27674007416
LYS;LFLL;Lyon Saint-Exupery Airport;2;11483;821;FR;FR-V;Lyon;45.726398468;5.09082984924
MRS;LFML;Marseille Provence Airport;2;11483;74;FR;FR-U;Marseille;43.439271922;5.22142410278
OTP;LROP;Henri Coanda International Airport;2;11484;314;RO;RO-B;Bucharest;44.5722007751465;26.1021995544434
RTM;EHRD;Rotterdam Airport;1;7218;-15;NL;NL-ZH;Rotterdam;51.9569015503;4.43722009659
CMN;GMMN;Mohammed V International Airport;2;12205;656;MA;MA-CAS;Casablanca;33.3675003051758;-7.58997011184692
TNG;GMTT;Ibn Batouta Airport;2;11483;62;MA;MA-TNG;Tangier;35.7268981934;-5.91689014435
ABV;DNAA;Nnamdi Azikiwe International Airport;1;11842;1123;NG;NG-FC;Abuja;9.00679016113281;7.26316976547241
ALA;UAAA;Almaty Airport;1;14427;2234;KZ;KZ-ALM;Almaty;43.3521003723145;77.0404968261719
BEY;OLBA;Beirut Rafic Hariri International Airport;3;12467;87;LB;LB-JL;Beirut;33.8208999633789;35.4883995056152
CTU;ZUUU;Chengdu Shuangliu International Airport;1;11811;1625;CN;CN-51;Chengdu;30.5785007476807;103.946998596191
FAO;LPFR;Faro Airport;1;8169;24;PT;PT-08;Faro;37.0144004822;-7.96590995789
FNA;GFLL;Lungi International Airport;1;10498;84;SL;SL-N;Freetown;8.61643981933594;-13.1955003738403
JMK;LGMK;Mikonos Airport;1;6244;405;GR;GR-82;Mykonos Island;37.4351005554199;25.3481006622314
JTR;LGSR;Santorini Airport;2;6972;127;GR;GR-82;Santorini Island;36.3992004394531;25.4792995452881
KBP;UKBB;Boryspil International Airport;2;13123;427;UA;UA-32;Kiev;50.3450012207031;30.8946990966797
RJK;LDRI;Rijeka Airport;2;8164;278;HR;HR-08;Rijeka;45.2168998718262;14.5703001022339
TLS;LFBO;Toulouse-Blagnac Airport;2;11483;499;FR;FR-N;Toulouse/Blagnac;43.6291007995605;1.36381995677948
LAD;FNLU;Quatro de Fevereiro Airport;2;12190;243;AO;AO-LUA;Luanda;-8.85836982727;13.2312002182
LED;ULLI;Pulkovo Airport;2;12402;78;RU;RU-SPE;St. Petersburg;59.8003005981445;30.2625007629395
OPO;LPPR;Francisco de Sa Carneiro Airport;1;11417;228;PT;PT-13;Porto;41.2481002808;-8.68138980865
TIP;HLLT;Tripoli International Airport;2;11815;263;LY;LY-TB;Tripoli;32.6635017395;13.1590003967
DAC;VGHS;Dhaka / Hazrat Shahjalal International Airport;1;10500;30;BD;BD-3;Dhaka;23.843347;90.397783
ZYL;VGSY;Osmany International Airport;1;9478;50;BD;BD-6;Sylhet;24.9631996154785;91.8667984008789
LCG;LECO;A Coruna Airport;1;6365;326;ES;ES-GA;Culleredo;43.3021011352539;-8.37726020812988
TAS;UTTT;Tashkent International Airport;2;13123;1417;UZ;UZ-TO;Tashkent;41.257900238;69.2811965942
IKA;OIIE;Imam Khomeini International Airport;2;13940;3305;IR;IR-07;Tehran;35.4160995483398;51.1521987915039
MRU;FIMP;Sir Seewoosagur Ramgoolam International Airport;1;11056;186;MU;MU-GP;Port Louis;-20.4302005767822;57.6836013793945
SEZ;FSIA;Seychelles International Airport;1;9800;10;SC;SC-20;Mahe Island;-4.67433977127075;55.521800994873
ABI;KABI;Abilene Regional Airport;3;7202;1791;US;US-TX;Abilene;32.4113006592;-99.6819000244
ACT;KACT;Waco Regional Airport;2;6596;516;US;US-TX;Waco;31.6112995147705;-97.2304992675781
CLL;KCLL;Easterwood Field;3;7000;320;US;US-TX;College Station;30.58860016;-96.36380005
BMI;KBMI;Central Illinois Regional Airport at Bloomington-Normal;3;8000;871;US;US-IL;Bloomington/Normal;40.47710037;-88.91590118
BOG;SKBO;El Dorado International Airport;2;12467;8361;CO;CO-CUN;Bogota;4.70159;-74.1469
BPT;KBPT;Southeast Texas Regional Airport;2;6750;15;US;US-TX;Beaumont/Port Arthur;29.9507999420166;-94.0206985473633
DSM;KDSM;Des Moines International Airport;2;9003;958;US;US-IA;Des Moines;41.5340003967285;-93.6631011962891
MYR;KMYR;Myrtle Beach International Airport;1;9503;25;US;US-SC;Myrtle Beach;33.6796989441;-78.9282989502
AEX;KAEX;Alexandria International Airport;2;9352;89;US;US-LA;Alexandria;31.3274002075195;-92.5497970581055
CZM;MMCZ;Cozumel International Airport;2;10165;15;MX;MX-ROO;Cozumel;20.5223999023438;-86.9255981445312
AGU;MMAS;Jesus Teran International Airport;1;9843;6112;MX;MX-AGU;Aguascalientes;21.7056007385;-102.318000793
MTY;MMMY;General Mariano Escobedo International Airport;1;5909;1278;MX;MX-NLE;Monterrey;25.7784996033;-100.107002258
AMA;KAMA;Rick Husband Amarillo International Airport;2;13502;3607;US;US-TX;Amarillo;35.2193984985352;-101.706001281738
BJX;MMLO;Del Bajio International Airport;1;11480;5956;MX;MX-GUA;Silao;20.9934997559;-101.481002808
BRO;KBRO;Brownsville South Padre Island International Airport;3;7400;22;US;US-TX;Brownsville;25.9067993164062;-97.4259033203125
BTR;KBTR;Baton Rouge Metropolitan, Ryan Field;3;7004;70;US;US-LA;Baton Rouge;30.53319931;-91.14959717
BZE;MZBZ;Philip S. W. Goldson International Airport;1;7100;15;BZ;BZ-BZ;Belize City;17.5391006469727;-88.3081970214844
CAE;KCAE;Columbia Metropolitan Airport;2;8601;236;US;US-SC;Columbia;33.9388008117676;-81.119499206543
CHA;KCHA;Lovell Field;2;7400;683;US;US-TN;Chattanooga;35.0353012084961;-85.2037963867188
CHS;KCHS;Charleston Air Force Base-International Airport;2;9001;46;US;US-SC;Charleston;32.89860153;-80.04049683
CMI;KCMI;University of Illinois Willard Airport;4;8100;755;US;US-IL;Champaign/Urbana;40.03919983;-88.27809906
COU;KCOU;Columbia Regional Airport;2;6501;889;US;US-MO;Columbia;38.8180999755859;-92.219596862793
CRW;KCRW;Yeager Airport;2;6302;981;US;US-WV;Charleston;38.3731002807617;-81.5932006835938
DAY;KDAY;James M Cox Dayton International Airport;3;10900;1009;US;US-OH;Dayton;39.902400970459;-84.2193984985352
CUU;MMCU;General Roberto Fierro Villalobos International Airport;3;8530;4462;MX;MX-CHH;Chihuahua;28.7028999329;-105.964996338
DRO;KDRO;Durango La Plata County Airport;1;9201;6685;US;US-CO;Durango;37.1515007019;-107.753997803
EVV;KEVV;Evansville Regional Airport;3;8021;418;US;US-IN;Evansville;38.0369987488;-87.5324020386
FAR;KFAR;Hector International Airport;3;9000;902;US;US-ND;Fargo;46.9207000732422;-96.815803527832
FAT;KFAT;Fresno Yosemite International Airport;2;9217;336;US;US-CA;Fresno;36.7761993408203;-119.718002319336
FSD;KFSD;Joe Foss Field Airport;3;8999;1429;US;US-SD;Sioux Falls;43.5820007324;-96.741897583
FSM;KFSM;Fort Smith Regional Airport;2;8000;469;US;US-AR;Fort Smith;35.3366012573242;-94.3674011230469
FWA;KFWA;Fort Wayne International Airport;3;12000;814;US;US-IN;Fort Wayne;40.97850037;-85.19509888
GCK;KGCK;Garden City Regional Airport;2;7300;2891;US;US-KS;Garden City;37.9275016785;-100.723999023
GDL;MMGL;Don Miguel Hidalgo Y Costilla International Airport;2;13123;5016;MX;MX-JAL;Guadalajara;20.5217990875244;-103.310997009277
GGG;KGGG;East Texas Regional Airport;2;10000;365;US;US-TX;Longview;32.3839988708496;-94.7115020751953
GJT;KGJT;Grand Junction Regional Airport;2;10501;4858;US;US-CO;Grand Junction;39.1223983765;-108.527000427
GPT;KGPT;Gulfport Biloxi International Airport;2;9002;28;US;US-MS;Gulfport;30.4073009490967;-89.0700988769531
GRI;KGRI;Central Nebraska Regional Airport;2;7002;1847;US;US-NE;Grand Island;40.9674987792969;-98.3096008300781
GRK;KGRK;Robert Gray  Army Air Field Airport;1;10000;1015;US;US-TX;Fort Hood/Killeen;31.067199707;-97.8289031982
GRR;KGRR;Gerald R. Ford International Airport;3;10000;794;US;US-MI;Grand Rapids;42.88079834;-85.52279663
GSO;KGSO;Piedmont Triad International Airport;3;10001;925;US;US-NC;Greensboro;36.0978012084961;-79.9373016357422
GSP;KGSP;Greenville Spartanburg International Airport;1;11000;964;US;US-SC;Greenville;34.8956985474;-82.2189025879
JAN;KJAN;Jackson-Medgar Wiley Evers International Airport;2;8500;346;US;US-MS;Jackson;32.3111991882;-90.0758972168
JLN;KJLN;Joplin Regional Airport;3;6502;981;US;US-MO;Joplin;37.151798248291;-94.4982986450195
LAW;KLAW;Lawton Fort Sill Regional Airport;1;8599;1110;US;US-OK;Lawton;34.5676994324;-98.4166030884
LCH;KLCH;Lake Charles Regional Airport;2;6500;15;US;US-LA;Lake Charles;30.1261005401611;-93.2232971191406
LFT;KLFT;Lafayette Regional Airport;3;7651;42;US;US-LA;Lafayette;30.20529938;-91.98760223
LIR;MRLB;Daniel Oduber Quiros International Airport;1;9022;270;CR;CR-G;Liberia;10.5932998657227;-85.5444030761719
LRD;KLRD;Laredo International Airport;3;8236;508;US;US-TX;Laredo;27.5438003540039;-99.4616012573242
MFE;KMFE;Mc Allen Miller International Airport;2;7120;107;US;US-TX;Mc Allen;26.17580032;-98.23860168
MGM;KMGM;Montgomery Regional (Dannelly Field) Airport;2;9010;221;US;US-AL;Montgomery;32.30059814;-86.39399719
MHK;KMHK;Manhattan Regional Airport;2;7000;1057;US;US-KS;Manhattan;39.140998840332;-96.6707992553711
MLI;KMLI;Quad City International Airport;3;10002;590;US;US-IL;Moline;41.4485015869141;-90.5074996948242
MLM;MMMM;General Francisco J. Mujica International Airport;1;11155;6033;MX;MX-MIC;Morelia;19.849899292;-101.025001526
MLU;KMLU;Monroe Regional Airport;3;7507;79;US;US-LA;Monroe;32.5108985900879;-92.0376968383789
MOB;KMOB;Mobile Regional Airport;2;8521;219;US;US-AL;Mobile;30.6912002563477;-88.2427978515625
MSN;KMSN;Dane County Regional Truax Field;3;9005;887;US;US-WI;Madison;43.1399002075195;-89.3375015258789
MZT;MMMZ;General Rafael Buelna International Airport;1;8858;38;MX;MX-SIN;Mazatlán;23.1613998413;-106.26599884
PBC;MMPB;Hermanos Serdán International Airport;1;11811;7361;MX;MX-PUE;Puebla;19.1581001282;-98.3713989258
PLS;MBPV;Providenciales Airport;1;7598;15;TC;TC-PR;Providenciales Island;21.7735996246338;-72.2658996582031
PNS;KPNS;Pensacola Regional Airport;2;7004;121;US;US-FL;Pensacola;30.4734001159668;-87.1865997314453
PTY;MPTO;Tocumen International Airport;2;10006;135;PA;PA-8;Panama City;9.0713596344;-79.3834991455
QRO;MMQT;Querétaro Intercontinental Airport;1;11483;6296;MX;MX-QUE;Querétaro;20.6173000336;-100.185997009
ROW;KROW;Roswell International Air Center Airport;3;13001;3671;US;US-NM;Roswell;33.3016014099121;-104.53099822998
SAL;MSLP;El Salvador International Airport;2;10500;101;SV;SV-PA;Santa Clara;13.440899848938;-89.0557022094727
SAV;KSAV;Savannah Hilton Head International Airport;2;9351;50;US;US-GA;Savannah;32.12760162;-81.20210266
SJD;MMSD;Los Cabos International Airport;1;9843;374;MX;MX-BCS;San José del Cabo;23.1518001556396;-109.721000671387
SJT;KSJT;San Angelo Regional Mathis Field;3;7003;1919;US;US-TX;San Angelo;31.3577003479004;-100.496002197266
SLP;MMSP;Ponciano Arriaga International Airport;2;9867;6035;MX;MX-SLP;San Luis Potosí;22.2542991638;-100.930999756
SPI;KSPI;Abraham Lincoln Capital Airport;3;7999;598;US;US-IL;Springfield;39.84410095;-89.67790222
SPS;KSPS;Sheppard Air Force Base-Wichita Falls Municipal Airport;4;13101;1019;US;US-TX;Wichita Falls;33.98880005;-98.49189758
TRC;MMTC;Francisco Sarabia International Airport;2;9022;3688;MX;MX-COA;Torreón;25.5683002472;-103.411003113
TYR;KTYR;Tyler Pounds Regional Airport;3;7200;544;US;US-TX;Tyler;32.3540992736816;-95.4023971557617
TYS;KTYS;McGhee Tyson Airport;2;9005;981;US;US-TN;Knoxville;35.81100082;-83.9940033
VPS;KVPS;Eglin Air Force Base;2;12005;87;US;US-FL;Valparaiso;30.4832000732422;-86.5253982543945
XNA;KXNA;Northwest Arkansas Regional Airport;1;8800;1287;US;US-AR;Fayetteville/Springdale/;36.2818984985;-94.3068008423
ZCL;MMZC;General Leobardo C. Ruiz International Airport;2;9843;7141;MX;MX-ZAC;Zacatecas;22.8971004486;-102.68699646
INN;LOWI;Innsbruck Airport;1;6562;1906;AT;AT-7;Innsbruck;47.2602005005;11.3439998627
UVF;TLPL;Hewanorra International Airport;1;9003;14;LC;LC-11;Vieux Fort;13.7332;-60.952599
CAK;KCAK;Akron Canton Regional Airport;3;7601;1228;US;US-OH;Akron;40.9160995483398;-81.4421997070312
BRL;KBRL;Southeast Iowa Regional Airport;2;6702;698;US;US-IA;Burlington;40.7831993103027;-91.1255035400391
MHT;KMHT;Manchester Airport;2;9250;266;US;US-NH;Manchester;42.9325981140137;-71.4356994628906
